id,workout_type,elapsed_time,average_watts,max_watts,weighted_average_watts,kilojoules,gear_id,pr_count,suffer_score,device_name,location_city,location_state,achievement_count,kudos_count,strain,calories
16343604947,30.0,3521,,,,,,0,9.0,Apple Watch Series 10,,,0,0,,
16365754916,30.0,3240,,,,,,0,7.0,Apple Watch Series 10,,,0,0,,
16378311613,30.0,3168,,,,,,0,9.0,Apple Watch Series 10,,,0,0,,
16387733709,29.0,1544,,,,,,0,5.0,Apple Watch Series 10,,,0,1,,
16456805028,,768,193.3,237.0,193.0,146.7,g7385283,0,9.0,Apple Watch Series 10,,,0,0,,
16487298455,,1391,176.2,339.0,184.0,244.4,g7385283,0,,Apple Watch Series 10,,,0,0,,
16490497609,30.0,3430,,,,,,0,,Apple Watch Series 10,,,0,0,,
16519213155,30.0,2136,,,,,,0,,Apple Watch Series 10,,,0,0,,
16556371132,,2581,,,,,,0,,Apple Watch Series 10,,,0,0,,
16568626458,30.0,2841,,,,,,0,,Apple Watch Series 10,,,0,0,,
16578596856,,2976,,,,,,0,,Apple Watch Series 10,,,0,0,,
16582804404,,584,198.0,222.0,197.0,114.8,g7385283,0,,Apple Watch Series 10,,,0,0,,
16620504357,,3212,,,,,,0,,Apple Watch Series 10,,,0,0,,
16634224068,30.0,1467,,,,,,0,,Apple Watch Series 10,,,0,0,,
16645005965,30.0,3321,,,,,,0,,Apple Watch Series 10,,,0,0,,
16689606629,30.0,2332,,,,,,0,,Apple Watch Series 10,,,0,0,,
16689606628,,2665,,,,,,0,,Apple Watch Series 10,,,0,0,,
16689606625,30.0,2979,,,,,,0,,Apple Watch Series 10,,,0,0,,
16749559715,30.0,2205,,,,,,0,,Apple Watch Series 10,,,0,0,,
16750403164,,2947,,,,,,0,,Apple Watch Series 10,,,0,0,,
16764108841,30.0,1737,,,,,,0,,Apple Watch Series 10,,,0,0,,
16776226974,30.0,2519,,,,,,0,,Apple Watch Series 10,,,0,1,,
16804865165,30.0,2773,,,,,,0,,Apple Watch Series 10,,,0,0,,
16804878898,30.0,1800,,,,,,0,,,,,0,0,,
16857014501,,2661,,,,,,0,,Apple Watch Series 10,,,0,0,,
16897231359,30.0,2048,,,,,,0,,Apple Watch Series 10,,,0,0,,
16916081028,30.0,2574,,,,,,0,,Apple Watch Series 10,,,0,0,,
16925145110,30.0,2320,,,,,,0,,Apple Watch Series 10,,,0,0,,
16937774674,30.0,2803,,,,,,0,,Apple Watch Series 10,,,0,0,,
16947747494,,3438,,,,,,0,,Apple Watch Series 10,,,0,0,,
16960684857,30.0,3921,,,,,,0,,Apple Watch Series 10,,,0,1,,
16970587732,30.0,2765,,,,,,0,,Apple Watch Series 10,,,0,0,,
16981611791,,736,195.1,224.0,195.0,142.8,g7385283,0,,Apple Watch Series 10,,,0,1,,
16992598079,30.0,3167,,,,,,0,,Apple Watch Series 10,,,0,0,,
17005821240,30.0,3047,,,,,,0,,Apple Watch Series 10,,,0,1,,
17022823169,30.0,2772,,,,,,0,,Apple Watch Series 10,,,0,0,,
17037435744,30.0,3114,,,,,,0,,Apple Watch Series 10,,,0,1,,
17062005714,30.0,4264,,,,,,0,,Apple Watch Series 10,,,0,0,,
17075714330,30.0,4243,,,,,,0,,Apple Watch Series 10,,,0,0,,
17110330623,30.0,3630,,,,,,0,,Apple Watch Series 10,,,0,0,,
17110330622,30.0,3005,,,,,,0,,Apple Watch Series 10,,,0,0,,
17167929336,30.0,3626,,,,,,0,,Apple Watch Series 10,,,0,0,,
17167929335,30.0,2353,,,,,,0,,Apple Watch Series 10,,,0,0,,
17167929332,30.0,3539,,,,,,0,,Apple Watch Series 10,,,0,0,,
17175185550,30.0,2270,,,,,,0,,Apple Watch Series 10,,,0,2,,
17188970012,30.0,2130,,,,,,0,,Apple Watch Series 10,,,0,0,,
17201509841,30.0,2766,,,,,,0,,Apple Watch Series 10,,,0,0,,
17220006470,30.0,3024,,,,,,0,,Apple Watch Series 10,,,0,0,,
17230904693,30.0,2534,,,,,,0,,Apple Watch Series 10,,,0,2,,
17240814703,,4215,,,,,,0,,Apple Watch Series 10,,,0,3,,
17253876775,31.0,3822,,,,,,0,,Apple Watch Series 10,,,0,0,,
17263818170,30.0,2086,,,,,,0,,Apple Watch Series 10,,,0,1,,
17288119418,30.0,3925,,,,,,0,,Apple Watch Series 10,,,0,0,,
17298009739,30.0,2676,,,,,,0,,Apple Watch Series 10,,,0,1,,
17311000555,30.0,3267,,,,,,0,,Apple Watch Series 10,,,0,2,,
17331455663,31.0,4040,,,,,,0,,Apple Watch Series 10,,,0,0,,
17341158842,30.0,3549,,,,,,0,,Apple Watch Series 10,,,0,0,,
17353664022,30.0,3040,,,,,,0,,Apple Watch Series 10,,,0,1,,
17377182880,30.0,2737,,,,,,0,,Apple Watch Series 10,,,0,0,,
17386449488,30.0,3530,,,,,,0,,Apple Watch Series 10,,,0,1,,
17419807509,30.0,847,,,,,,0,,Apple Watch Series 10,,,0,0,,
17419807503,,764,,,,,g7385283,0,,Apple Watch Series 10,,,0,0,,
17460709987,30.0,3333,,,,,,0,,Apple Watch Series 10,,,0,0,,
17463991898,30.0,4201,,,,,,0,,Apple Watch Series 10,,,0,0,,
17478040446,30.0,1617,,,,,,0,,Apple Watch Series 10,,,0,0,,
17477884135,,642,,,,,g7385283,0,,Apple Watch Series 10,,,0,0,,
17499003131,30.0,3699,,,,,,0,,Apple Watch Series 10,,,0,0,,
17510999962,30.0,3427,,,,,,0,,Apple Watch Series 10,,,0,0,,
17525956186,30.0,3276,,,,,,0,,Apple Watch Series 10,,,0,1,,
17535234891,0.0,1783,,,,,g7385283,0,,Apple Watch Series 10,,,0,0,,
17534718158,,719,,,,,g7385283,0,,Apple Watch Series 10,,,0,0,,
17558197768,30.0,2599,,,,,,0,,Apple Watch Series 10,,,0,0,,
17558197889,,4367,,,,,g7385283,0,,Apple Watch Series 10,,,0,1,,
17558197760,30.0,3656,,,,,,0,,Apple Watch Series 10,,,0,0,,
17594859324,30.0,3282,,,,,,0,,Apple Watch Series 10,,,0,0,,
17608972061,30.0,4418,,,,,,0,,Apple Watch Series 10,,,0,0,,
17620908624,30.0,4216,,,,,,0,,Apple Watch Series 10,,,0,0,,
17638668134,30.0,4092,,,,,,0,,Apple Watch Series 10,,,0,0,,
17640062921,30.0,3077,,,,,,0,,Apple Watch Series 10,,,0,0,,
17640062979,30.0,3561,,,,,,0,,Apple Watch Series 10,,,0,0,,
18457054611,30.0,4295,,,,,,0,,Apple Watch Series 10,,,0,0,,
18428288789,30.0,3364,,,,,,0,,Apple Watch Series 10,,,0,0,,
18415943335,30.0,2700,,,,,,0,,Apple Watch Series 10,,,0,0,,
18392782860,,5057,,,,,,0,,Apple Watch Series 10,,,0,1,,
18389801053,30.0,4703,,,,,,0,,Apple Watch Series 10,,,0,1,,
18374617331,30.0,3449,,,,,,0,,Apple Watch Series 10,,,0,1,,
18360909142,,6847,175.7,220.0,175.0,1155.9,g7385283,2,,Apple Watch Series 10,,,18,9,,
18336017603,30.0,3066,,,,,,0,,Apple Watch Series 10,,,0,1,,
18321719035,,1934,188.5,274.0,188.0,357.2,g7385283,0,,Apple Watch Series 10,,,0,2,,
18309887967,30.0,4077,,,,,,0,,Apple Watch Series 10,,,0,1,,
18298138877,30.0,2617,,,,,,0,,Apple Watch Series 10,,,0,1,,
18280844849,30.0,4027,,,,,,0,,Apple Watch Series 10,,,0,1,,
18269988361,30.0,5302,,,,,,0,,Apple Watch Series 10,,,0,0,,
18255994258,,3167,182.1,285.0,183.0,576.1,g7385283,0,,Apple Watch Series 10,,,5,1,,
18241582169,30.0,2916,,,,,,0,,Apple Watch Series 10,,,0,1,,
18232542572,,2124,,,,,,0,,Apple Watch Series 10,,,0,0,,
18227590099,30.0,1866,,,,,,0,,Apple Watch Series 10,,,0,1,,
18203891321,30.0,3307,,,,,,0,,Apple Watch Series 10,,,0,0,,
18188360839,,1150,201.9,240.0,201.0,230.7,g7385283,0,,Apple Watch Series 10,,,0,0,,
18178219942,30.0,2207,,,,,,0,,Apple Watch Series 10,,,0,0,,
18162408469,,3084,,,,,,0,,Apple Watch Series 10,,,0,1,,
18139389027,,1328,,,,,g7385283,0,,Apple Watch Series 10,,,0,1,,
18111207682,,3111,,,,,g7385283,0,,Apple Watch Series 10,,,0,0,,
18095590132,30.0,4461,,,,,,0,,Apple Watch Series 10,,,0,0,,
18082502615,,3677,190.9,435.0,190.0,691.0,g7385283,4,,Apple Watch Series 10,,,9,2,,
18056388917,30.0,3416,,,,,,0,,Apple Watch Series 10,,,0,1,,
18047168098,,1154,200.6,243.0,200.0,230.3,g7385283,0,,Apple Watch Series 10,,,0,1,,
18043560386,30.0,3005,,,,,,0,,Strava App,,,0,0,,
18021794503,29.0,1280,,,,,,0,,Apple Watch Series 10,,,0,1,,
18016674701,30.0,4071,,,,,,0,,Apple Watch Series 10,,,0,1,,
18005832507,,1142,199.0,250.0,197.0,224.4,g7385283,1,,Apple Watch Series 10,,,1,0,,
18003269621,30.0,4432,,,,,,0,,Apple Watch Series 10,,,0,1,,
17990347740,30.0,3719,,,,,,0,,Apple Watch Series 10,,,0,0,,
17976971428,,2395,192.5,290.0,193.0,457.5,g7385283,2,,Apple Watch Series 10,,,11,0,,
17953327083,30.0,3477,,,,,,0,,Apple Watch Series 10,,,0,0,,
17942760448,30.0,4082,,,,,,0,,Apple Watch Series 10,,,0,1,,
17928677633,30.0,4192,,,,,,0,,Apple Watch Series 10,,,0,0,,
17915357989,,1462,,,,,g7385283,0,,Apple Watch Series 10,,,0,2,,
17915357836,,1140,198.5,248.0,199.0,226.3,g7385283,0,,Apple Watch Series 10,,,0,1,,
17890640926,,1799,,,,,,0,,Apple Watch Series 10,,,0,1,,
17881594801,,1176,194.2,223.0,193.0,227.4,g7385283,0,,Apple Watch Series 10,,,0,5,,
17858262140,30.0,4087,,,,,,0,,Apple Watch Series 10,,,0,2,,
17858262172,30.0,2089,,,,,,0,,Apple Watch Series 10,,,0,1,,
17835623772,30.0,3061,,,,,,0,,Apple Watch Series 10,,,0,1,,
17796558346,30.0,3670,,,,,,0,,Apple Watch Series 10,,,0,1,,
17796558335,30.0,3132,,,,,,0,,Apple Watch Series 10,,,0,0,,
17770295589,30.0,3552,,,,,,0,,Apple Watch Series 10,,,0,0,,
17744884844,30.0,4872,,,,,,0,,Apple Watch Series 10,,,0,1,,
17690144727,30.0,2388,,,,,,0,,Apple Watch Series 10,,,0,0,,
17664696636,30.0,3495,,,,,,0,,Apple Watch Series 10,,,0,0,,
17653309831,30.0,4741,,,,,,0,,Apple Watch Series 10,,,0,0,,
18467530996,30.0,2918,,,,,,0,,Apple Watch Series 10,,,0,0,,
18481978856,30.0,3559,,,,,,0,,Apple Watch Series 10,,,0,0,,
18493710061,30.0,5104,,,,,,0,,Apple Watch Series 10,,,0,0,,
18533089846,,5121,,,,,,0,,Apple Watch Series 10,,,0,0,,
18562712508,,1746,,,,,g7385283,0,,Apple Watch Series 10,,,0,0,,
18570866345,30.0,3523,,,,,,0,,Apple Watch Series 10,,,0,0,,
21f825bf-1614-4b24-98b1-e281f31d25a6,,958,,,,158.0,,,,WHOOP,,,,,4.4,38
61ec17f1-627d-40f8-ab3a-62d6cc152819,,1258,,,,146.3,,,,WHOOP,,,,,5.5,35
9f734a4b-7b4b-4b15-80ea-f0794ddb4bdd,,3213,,,,646.5,,,,WHOOP,,,,,11.3,155
a61b92c4-3728-4985-99c9-7b691f2497f8,,3573,,,,1689.9,,,,WHOOP,,,,,9.5,404
00bf4ba2-1e2d-4905-a3a7-d435bf86fd2f,,3032,,,,480.2,,,,WHOOP,,,,,10.7,115
6df93bf0-5e97-4292-a842-43c140b88e56,,4247,,,,723.5,,,,WHOOP,,,,,11.9,173
e021a8cf-5447-4802-bf2d-389a2644449c,,1498,,,,388.5,,,,WHOOP,,,,,5.0,93
4434c7d1-21ce-40d5-b7e3-a21bf6ffa4f8,,1618,,,,227.9,,,,WHOOP,,,,,4.5,54
a8f1bd1d-aee2-4eb5-adf7-d6300b89632d,,2458,,,,661.3,,,,WHOOP,,,,,5.8,158
e5bb4776-0e48-45f6-a156-ab0381de539e,,838,,,,190.3,,,,WHOOP,,,,,4.5,45
df8ec20e-c9e6-4d2f-97a9-a84649d0d80a,,1618,,,,365.5,,,,WHOOP,,,,,5.0,87
8d99718a-350c-4099-ac76-92f57f71b643,,1767,,,,1521.4,,,,WHOOP,,,,,11.6,364
33a57833-cb5a-4c7c-94f8-0d953e4ff2d3,,3488,,,,810.2,,,,WHOOP,,,,,11.9,194
84eb3275-1606-4c8f-8a63-cea7579e0657,,838,,,,196.9,,,,WHOOP,,,,,4.5,47
e67e3c24-c1c7-46a5-a40a-0372ee1037d3,,1679,,,,633.8,,,,WHOOP,,,,,5.9,151
6d376114-7a2f-45ec-86c1-8d05a2a1b4b2,,1618,,,,426.8,,,,WHOOP,,,,,5.1,102
2021232a-e397-4c06-8adf-0788cf52377a,,581,,,,381.4,,,,WHOOP,,,,,5.7,91
5fd74097-2b2d-4bde-9bb3-7a2e789b5a6a,,1558,,,,251.6,,,,WHOOP,,,,,4.8,60
97c87b3c-bfd7-4912-85a5-55895c500c03,,3891,,,,1107.5,,,,WHOOP,,,,,12.4,265
600c9823-fa50-4ad6-836f-ebab26a86248,,898,,,,223.6,,,,WHOOP,,,,,4.6,53
bc22aad8-5b50-4341-ad2d-02807d65b31d,,1078,,,,189.5,,,,WHOOP,,,,,4.5,45
a27db5a1-d0bf-447f-9f82-7869b12181b2,,839,,,,112.8,,,,WHOOP,,,,,4.2,27
6530102d-6bcf-40b9-ba4f-404a35d4845e,,829,,,,666.2,,,,WHOOP,,,,,7.4,159
f23a05ac-561f-4019-b310-ab571f70f403,,959,,,,140.9,,,,WHOOP,,,,,4.3,34
327615fb-3e24-4f55-8f97-c257d13776c8,,3321,,,,915.1,,,,WHOOP,,,,,11.9,219
963ff6cc-7295-43b7-9734-8b04f0fd5a96,,1858,,,,509.5,,,,WHOOP,,,,,5.3,122
7930af00-e3ad-4ecb-9ce6-a72778f257b5,,1138,,,,315.8,,,,WHOOP,,,,,4.8,75
6d0309bb-7955-4272-bf81-4fdcbc6ba544,,1199,,,,259.2,,,,WHOOP,,,,,4.7,62
8ed806e1-b29d-4920-92c9-bb55c0db0dd0,,3629,,,,1235.5,,,,WHOOP,,,,,12.7,295
89b614f3-25ee-4911-9855-d750aa67a468,,4438,,,,1238.4,,,,WHOOP,,,,,10.9,296
7269db62-d731-44e5-b67c-782b3a245d68,,2458,,,,1122.3,,,,WHOOP,,,,,7.4,268
65c69112-00fd-4f6b-a4e6-bfca394d3de7,,838,,,,91.1,,,,WHOOP,,,,,4.2,22
fb6ede66-ee11-4943-8747-d9402b6cf881,,2942,,,,520.0,,,,WHOOP,,,,,10.7,124
a133ff4d-f764-428c-bece-022bd0da8ec6,,839,,,,131.8,,,,WHOOP,,,,,4.4,31
4787a0df-2ca8-4b13-b00a-3fccbc221546,,1198,,,,464.3,,,,WHOOP,,,,,5.3,111
dacafbb4-6180-4f4f-862a-ffafd844f15d,,1895,,,,1467.5,,,,WHOOP,,,,,10.6,351
c09b97a9-32a0-4d51-9f3f-ade38f589078,,3611,,,,1032.0,,,,WHOOP,,,,,12.4,247
8ad9bf7c-c45c-4912-811a-c8aa02501396,,1263,,,,1109.3,,,,WHOOP,,,,,10.1,265
759b5965-5356-456f-a6ce-08536d699d14,,3776,,,,742.6,,,,WHOOP,,,,,12.0,177
8a397e9a-706d-442b-889f-c6104d316c62,,1800,,,,703.3,,,,WHOOP,,,,,6.0,168
0944fa5d-315d-46d7-bc8a-1602110f4aa7,,1378,,,,183.1,,,,WHOOP,,,,,4.3,44
e759d0ba-14f8-4932-8feb-764e76f320bd,,3678,,,,629.2,,,,WHOOP,,,,,11.7,150
9a035c88-6c41-4be0-b04a-a240640d892d,,959,,,,157.7,,,,WHOOP,,,,,4.3,38
a5e6913d-53e7-4c7c-bbdf-99cf05764b56,,1259,,,,146.0,,,,WHOOP,,,,,4.2,35
28bfb090-ca68-4068-8d60-45f598720b24,,3666,,,,957.2,,,,WHOOP,,,,,12.2,229
18be943b-9bba-43db-903d-7881261b4bd1,,12786,,,,3086.0,,,,WHOOP,,,,,11.0,738
29d7a3ba-b96e-4271-8bb9-d187b15c6a85,,3564,,,,921.3,,,,WHOOP,,,,,6.5,220
b341e170-83fb-4a7c-81a5-f2189ae167ac,,778,,,,171.4,,,,WHOOP,,,,,4.4,41
f23d0989-1005-480c-b857-415ac49804d5,,745,,,,554.2,,,,WHOOP,,,,,6.8,132
04c61e99-f859-4778-add9-e7cb9a687337,,3178,,,,581.8,,,,WHOOP,,,,,5.4,139
91102c88-69d8-4845-a62a-9008a1086bc2,,3598,,,,489.1,,,,WHOOP,,,,,8.2,117
516ad1db-a896-41f1-afd8-1ea848fe5b47,,1558,,,,337.6,,,,WHOOP,,,,,4.9,81
c25c6852-3b56-49a9-9caf-4c614d3cc760,,2938,,,,616.4,,,,WHOOP,,,,,5.7,147
37f824f9-80ac-4580-8f5e-b6db7c848f41,,1618,,,,143.2,,,,WHOOP,,,,,4.1,34
9152ef38-d92e-45aa-b286-7d08c2fd89cd,,2458,,,,441.0,,,,WHOOP,,,,,5.1,105
4b1bb5e7-fd49-4389-93d8-6d75afc2a097,,1498,,,,326.6,,,,WHOOP,,,,,4.7,78
1bfff68c-27fe-4159-bf6a-9b57ef701c2d,,958,,,,182.5,,,,WHOOP,,,,,4.5,44
fa0f82a4-4202-4111-99e7-b49ff8941494,,1078,,,,201.0,,,,WHOOP,,,,,4.5,48
14d94042-db62-416b-8f54-6b1d47310894,,1223,,,,889.5,,,,WHOOP,,,,,8.0,213
274c2b27-7f6d-431f-aa66-e96c2d63ccb6,,2402,,,,512.4,,,,WHOOP,,,,,5.3,122
f87fb000-d292-4b7b-8652-9f2cb6056823,,4020,,,,488.2,,,,WHOOP,,,,,5.2,117
a3c204f2-838f-4629-9262-50ba177f8908,,1197,,,,426.0,,,,WHOOP,,,,,5.1,102
889bd1f9-e6eb-495c-94f6-f818f5749c3d,,3065,,,,651.0,,,,WHOOP,,,,,11.1,156
61090b52-1d29-467b-8cca-dadc8d3592c8,,3019,,,,930.1,,,,WHOOP,,,,,11.6,222
52e47b36-bf8d-4193-9657-c9d5aa17feb4,,1979,,,,767.0,,,,WHOOP,,,,,6.2,183
5c9dda91-007d-4076-ae3d-b2a94191f610,,758,,,,632.3,,,,WHOOP,,,,,7.6,151
a857c3fd-7885-4a6d-9ad1-a7b2c8daa0da,,3211,,,,1238.7,,,,WHOOP,,,,,12.4,296
798f6b40-89a4-484d-aba0-774daa886091,,1258,,,,379.6,,,,WHOOP,,,,,5.0,91
f01c2e00-96b7-42b3-b2c8-29b76046ed30,,1185,,,,732.6,,,,WHOOP,,,,,6.9,175
de64a807-496a-46dd-b6ce-d4ff67d9ab71,,3677,,,,706.3,,,,WHOOP,,,,,11.8,169
3af21494-7aac-424f-90ce-dad24daed34d,,6058,,,,1986.3,,,,WHOOP,,,,,10.0,475
cbe35a4f-e078-4e40-a11d-81caf6bd2a3c,,3420,,,,716.4,,,,WHOOP,,,,,11.7,171
6cb28a3f-c0f5-494d-97f1-d2735b235737,,823,,,,638.2,,,,WHOOP,,,,,7.2,153
d980f9ae-77b1-4969-bfaa-73d04f93dae2,,898,,,,118.0,,,,WHOOP,,,,,4.2,28
a3dde4a7-a970-4118-b09e-55e1ab5aeb07,,1138,,,,225.8,,,,WHOOP,,,,,4.6,54
be63401d-cd46-47f6-8de5-105efba97fc3,,1619,,,,147.0,,,,WHOOP,,,,,4.1,35
1ecd4f50-5b1f-4a05-8cfb-82a20a8d7acf,,2639,,,,264.7,,,,WHOOP,,,,,4.5,63
d5d7bd53-76d4-45ae-86f3-49e3ded078a2,,1019,,,,97.0,,,,WHOOP,,,,,4.1,23
d899a287-87bf-4065-9258-67b54ddb7bd6,,1007,,,,663.1,,,,WHOOP,,,,,6.8,158
9ffec398-6613-4414-a04a-4884f9114030,,2346,,,,630.4,,,,WHOOP,,,,,9.9,151
78ddd845-173a-465d-8393-d961a5c20c7c,,1151,,,,908.5,,,,WHOOP,,,,,8.5,217
5b12e316-2a41-485f-98e5-88e111b32089,,5005,,,,1508.3,,,,WHOOP,,,,,13.0,360
7329b4dd-6fc5-4d38-92ca-dc73be00b9ee,,6755,,,,2378.5,,,,WHOOP,,,,,11.1,568
54391a27-6e6e-4bac-995d-2d001b094ddf,,898,,,,170.1,,,,WHOOP,,,,,4.4,41
397057e0-2764-4e4e-98d4-4750f6812db3,,1558,,,,403.3,,,,WHOOP,,,,,5.0,96
44bcd786-50e4-414e-b057-cfc248d1456b,,1138,,,,148.5,,,,WHOOP,,,,,4.2,35
69f73dcd-7b94-4d34-81dc-bb6659af5460,,778,,,,92.7,,,,WHOOP,,,,,4.1,22
9a7c120a-2e3e-4bfb-8be2-7835ba4c9af7,,838,,,,169.0,,,,WHOOP,,,,,4.4,40
fe692659-bc87-498c-b643-82971ea3615d,,1318,,,,443.6,,,,WHOOP,,,,,5.2,106
38674cb5-d885-4692-8c9e-70f9104bb4c8,,1997,,,,1670.8,,,,WHOOP,,,,,11.6,399
32ca181d-fc2b-4a85-960e-352287afe84b,,15633,,,,1493.2,,,,WHOOP,,,,,5.9,357
44913679-1dd6-4e45-b76a-7a7358bfe91b,,3238,,,,488.7,,,,WHOOP,,,,,5.3,117
6eb0d7b9-46cb-4c4b-b897-a2002d13dbcd,,1438,,,,209.6,,,,WHOOP,,,,,4.5,50
3f81f891-906c-4050-920d-cbdc907e133c,,1738,,,,199.5,,,,WHOOP,,,,,4.2,48
ebed29f8-a373-4da9-9f39-d0696ce3034e,,4305,,,,480.1,,,,WHOOP,,,,,11.3,115
e3cee93b-8d57-451c-8255-70da688cfb9e,,4784,,,,1474.1,,,,WHOOP,,,,,13.5,352
5f0cbc44-87be-4a37-adba-67f5c3a2cabd,,1798,,,,243.7,,,,WHOOP,,,,,4.5,58
901ff477-d069-4df0-a296-1c83768d2a84,,3211,,,,706.3,,,,WHOOP,,,,,11.4,169
145b2aec-0176-4501-a159-69a26ffe5cea,,1858,,,,315.2,,,,WHOOP,,,,,4.9,75
1894a360-aa01-44e0-b5a1-da8073493ae4,,778,,,,240.7,,,,WHOOP,,,,,4.6,58
c59091d3-3a1a-48b9-a4c1-b54e1f090547,,3538,,,,1124.1,,,,WHOOP,,,,,7.0,269
a491a8fa-ce8c-4cda-87dd-6d6e3bab7833,,2987,,,,1129.4,,,,WHOOP,,,,,13.0,270
dcb2675f-8a2c-417f-b755-7d9072097f58,,838,,,,149.2,,,,WHOOP,,,,,4.4,36
759c90cd-f153-4f6a-ba32-fa6d36257940,,4286,,,,1026.7,,,,WHOOP,,,,,12.4,245
dd561819-9a33-4263-9316-6c27005d18dd,,899,,,,155.2,,,,WHOOP,,,,,4.3,37
e63e515c-a497-4566-90bb-ee45663e548f,,5251,,,,1664.4,,,,WHOOP,,,,,13.3,398
00f6200f-289c-4d33-be36-26e5716294bd,,1318,,,,134.6,,,,WHOOP,,,,,4.2,32
bee27e31-5074-4e6a-b3fc-52401d55f1b3,,1618,,,,406.7,,,,WHOOP,,,,,5.1,97
3e4b0293-6ab0-427d-be02-cd6706171a8d,,2036,,,,1514.8,,,,WHOOP,,,,,10.5,362
e3de4dec-e8c9-4fae-bafb-e75d73761a0c,,3120,,,,972.2,,,,WHOOP,,,,,14.6,232
e2237718-93d0-4bdd-a71c-a514b327f184,,1678,,,,208.2,,,,WHOOP,,,,,4.5,50
3dfccef1-d79e-4f76-976d-3917756f9146,,1747,,,,1490.5,,,,WHOOP,,,,,11.3,356
567b6929-afca-4187-b199-88bb3abf06c9,,838,,,,203.9,,,,WHOOP,,,,,4.5,49
da7e2518-cb19-4390-97d2-dd5f70b4e780,,778,,,,226.4,,,,WHOOP,,,,,4.6,54
791bb17a-63e9-4e8a-992a-91fbaf6490ca,,561,,,,283.5,,,,WHOOP,,,,,4.9,68
762c59e0-9e82-4d22-9c57-fee4bd675464,,4694,,,,1080.8,,,,WHOOP,,,,,12.4,258
559d9e14-2370-4275-9640-8e7dc50f7c55,,4052,,,,988.8,,,,WHOOP,,,,,12.3,236
c32ea4ab-86e0-4848-b632-0c79e4cd9e43,,778,,,,92.4,,,,WHOOP,,,,,4.2,22
65a13f95-ff88-43a6-a488-450e6d46002a,,2638,,,,493.2,,,,WHOOP,,,,,5.3,118
33609dd1-a077-4506-abc5-3053acde11ca,,2133,,,,493.0,,,,WHOOP,,,,,9.1,118
19c16d61-db84-4260-863b-ac83cec82f7d,,4460,,,,1257.0,,,,WHOOP,,,,,12.6,300
b90413a6-db71-44e7-9e5c-c66e3eae29ae,,1318,,,,355.9,,,,WHOOP,,,,,5.0,85
410b252a-a1e5-4e01-ae50-c97d871868ec,,4199,,,,1755.8,,,,WHOOP,,,,,13.4,420
5c921a0e-dc69-47f2-935b-584848c8b2f0,,1848,,,,1636.2,,,,WHOOP,,,,,12.1,391
5e9be409-0177-4935-aa17-7ef86fb5b94f,,3118,,,,779.8,,,,WHOOP,,,,,6.1,186
