activity_id,hr_avg,hr_min,hr_max,hr_median,first_half_avg,second_half_avg,cardiac_drift,pct_over_150,pct_over_160,pct_over_170
12293549353,156.6,125,166,159,153.7,159.4,5.7,82.2,41.3,0.0
12293549348,161.2,113,173,165,156.5,165.9,9.4,85.9,78.3,8.9
12293549352,158.7,108,176,165,148.6,168.8,20.2,75.4,59.2,17.1
12293549121,108.0,77,135,108,105.2,110.7,5.5,0.0,0.0,0.0
12293549405,100.5,82,114,101,100.2,100.6,0.4,0.0,0.0,0.0
12293549343,119.2,89,152,120,117.8,120.6,2.7,0.5,0.0,0.0
12231323192,100.3,75,147,96,101.9,98.7,-3.2,0.0,0.0,0.0
12199898348,124.0,91,160,122,121.0,127.1,6.1,7.1,0.0,0.0
12196659527,115.3,80,147,115,113.2,117.4,4.1,0.0,0.0,0.0
12183397662,107.6,74,135,109,100.7,114.3,13.6,0.0,0.0,0.0
12166712723,105.0,76,136,106,102.9,107.1,4.2,0.0,0.0,0.0
12158756186,118.5,77,148,119,116.6,120.3,3.7,0.0,0.0,0.0
12158756183,106.3,78,133,108,99.5,113.0,13.5,0.0,0.0,0.0
12132576982,113.6,79,145,114,110.1,117.0,6.9,0.0,0.0,0.0
12121516181,120.1,82,144,121,118.8,121.4,2.6,0.0,0.0,0.0
12121516182,113.3,80,139,114,107.0,119.4,12.3,0.0,0.0,0.0
12121516177,107.9,73,142,108,105.3,110.5,5.2,0.0,0.0,0.0
12121516008,108.4,78,139,108,106.2,110.5,4.3,0.0,0.0,0.0
12071978492,147.1,96,165,150,136.5,157.7,21.2,48.9,12.1,0.0
12069873397,114.8,96,134,114,113.9,115.7,1.8,0.0,0.0,0.0
12069873408,109.1,86,131,111,104.7,113.5,8.8,0.0,0.0,0.0
12069873415,98.1,85,104,98,97.3,98.2,1.0,0.0,0.0,0.0
12032181448,108.6,84,136,108,108.3,108.9,0.6,0.0,0.0,0.0
12027497034,119.3,86,149,121,115.8,122.7,6.9,0.0,0.0,0.0
12011750543,108.4,83,140,109,105.7,111.5,5.8,0.0,0.0,0.0
12003844728,152.9,88,169,155,146.7,159.0,12.3,71.0,11.7,0.0
12003844605,108.9,68,143,109,105.3,112.5,7.2,0.0,0.0,0.0
11994590746,105.7,77,134,106,107.4,104.0,-3.4,0.0,0.0,0.0
11994590724,109.8,86,140,109,106.2,113.4,7.1,0.0,0.0,0.0
11963595127,113.0,81,143,115,107.4,118.4,11.0,0.0,0.0,0.0
11955222370,113.4,79,143,113,113.2,113.7,0.5,0.0,0.0,0.0
11955222360,120.9,96,152,121,121.0,120.8,-0.2,0.1,0.0,0.0
11939185186,148.3,104,177,149,145.4,151.2,5.8,37.7,8.0,2.6
11929142876,109.4,78,136,111,106.1,112.7,6.6,0.0,0.0,0.0
11928729055,110.4,83,140,111,107.3,113.3,6.0,0.0,0.0,0.0
11928728894,122.4,84,147,122,119.0,125.8,6.8,0.0,0.0,0.0
11905884423,123.9,90,162,122,119.4,128.5,9.2,9.1,1.0,0.0
11905884435,146.7,100,164,151,136.9,156.5,19.6,51.5,11.0,0.0
11905884409,126.8,75,155,127,125.5,128.1,2.6,0.4,0.0,0.0
11905884411,113.3,98,132,113,112.0,114.7,2.7,0.0,0.0,0.0
11873154592,153.0,118,173,154,143.2,162.8,19.7,63.3,26.6,8.7
11873154550,109.1,72,139,110,103.7,114.3,10.6,0.0,0.0,0.0
11873154528,111.8,88,157,109,114.5,109.1,-5.4,0.4,0.0,0.0
11873154534,117.2,89,143,117,118.6,115.8,-2.9,0.0,0.0,0.0
11873154530,111.4,75,139,111,108.8,114.0,5.2,0.0,0.0,0.0
11823537134,153.0,139,173,151,146.2,160.2,14.0,52.6,17.6,8.3
11823537136,111.4,88,132,112,109.3,113.5,4.2,0.0,0.0,0.0
11816736950,114.3,86,140,115,110.8,117.8,7.1,0.0,0.0,0.0
11815437235,113.4,76,141,114,111.7,115.2,3.5,0.0,0.0,0.0
11798729681,123.7,104,144,124,127.3,119.9,-7.4,0.0,0.0,0.0
11785539157,157.1,113,170,159,151.3,163.0,11.7,84.6,43.0,0.0
11783442643,120.4,94,145,120,120.5,120.3,-0.2,0.0,0.0,0.0
11756317112,109.2,99,118,109,110.5,107.9,-2.6,0.0,0.0,0.0
11740637938,109.8,93,132,110,107.8,111.6,3.8,0.0,0.0,0.0
11737915866,119.0,88,157,121,106.5,131.4,24.9,1.7,0.0,0.0
11676785533,153.3,108,162,157,148.2,158.4,10.2,81.4,8.5,0.0
11672159482,103.5,85,111,104,105.2,101.7,-3.5,0.0,0.0,0.0
11672159461,111.5,84,151,111,109.0,113.9,4.9,0.2,0.0,0.0
11660862913,111.3,92,138,111,107.3,115.2,7.8,0.0,0.0,0.0
11660862919,120.2,89,145,121,119.3,121.1,1.8,0.0,0.0,0.0
11647214574,148.7,100,169,151,144.8,152.6,7.8,52.3,5.8,0.0
11630781312,124.8,74,151,126,121.6,127.9,6.3,0.1,0.0,0.0
11622249479,156.7,86,171,159,150.6,162.9,12.3,86.2,33.1,0.7
11621443651,122.6,100,155,121,123.9,121.3,-2.7,0.4,0.0,0.0
11612783596,122.6,82,174,119,112.8,132.3,19.5,12.9,7.0,1.9
11631797592,129.9,95,156,130,131.3,128.5,-2.8,1.2,0.0,0.0
11597367648,115.5,85,144,116,110.6,120.4,9.8,0.0,0.0,0.0
11596725218,101.4,93,107,102,100.6,102.3,1.7,0.0,0.0,0.0
11596725008,100.7,77,115,103,105.4,96.1,-9.3,0.0,0.0,0.0
11596724867,111.9,105,119,112,109.4,114.2,4.7,0.0,0.0,0.0
11596723827,102.6,72,133,102,97.4,107.5,10.1,0.0,0.0,0.0
11596723966,110.8,78,146,112,106.0,115.5,9.4,0.0,0.0,0.0
11596724851,104.5,88,114,105,103.9,104.9,1.0,0.0,0.0,0.0
11596724170,110.4,78,154,110,96.0,124.9,28.9,1.4,0.0,0.0
11596724312,125.0,96,151,125,120.0,130.2,10.2,0.3,0.0,0.0
11596724306,108.6,84,140,108,102.7,114.3,11.7,0.0,0.0,0.0
11596724666,158.5,117,171,162,151.1,166.5,15.4,87.7,51.8,1.8
11596724518,109.2,74,145,111,117.5,101.0,-16.5,0.0,0.0,0.0
11596724657,108.6,93,125,108,110.5,107.1,-3.4,0.0,0.0,0.0
11596722221,121.0,89,148,120,123.2,118.7,-4.5,0.0,0.0,0.0
10148836075,120.2,79,152,120,118.9,121.6,2.7,0.4,0.0,0.0
10148836446,145.6,110,176,152,150.1,141.0,-9.1,52.2,22.2,2.5
10148837580,109.3,69,143,109,98.4,119.9,21.5,0.0,0.0,0.0
10148837704,126.9,115,138,127,126.4,127.4,1.0,0.0,0.0,0.0
10148838203,119.1,97,155,118,120.2,117.9,-2.3,0.3,0.0,0.0
10148837120,121.1,97,154,121,120.1,122.1,1.9,0.6,0.0,0.0
10148837654,104.4,73,120,105,104.7,104.1,-0.6,0.0,0.0,0.0
10148837044,108.7,71,138,110,102.7,114.7,12.0,0.0,0.0,0.0
10148838340,108.8,92,127,109,110.9,106.6,-4.3,0.0,0.0,0.0
9029984836,110.9,82,142,111,105.5,116.0,10.5,0.0,0.0,0.0
9029985128,138.7,94,169,138,144.0,128.1,-15.8,37.3,26.6,0.0
9029985386,123.2,91,162,122,125.5,120.8,-4.7,3.6,0.5,0.0
8997486996,105.7,81,138,104,104.8,106.6,1.8,0.0,0.0,0.0
8997488497,113.9,85,143,115,110.4,117.4,6.9,0.0,0.0,0.0
8997485334,104.1,75,136,103,94.5,113.9,19.4,0.0,0.0,0.0
8715971971,119.6,88,147,121,113.9,124.9,11.0,0.0,0.0,0.0
8705546791,128.2,82,154,128,127.3,129.1,1.8,1.7,0.0,0.0
8698664198,123.7,87,162,125,119.7,128.0,8.2,0.2,0.2,0.0
8698664670,143.3,100,168,148,139.3,150.0,10.7,45.7,14.3,0.0
8698664942,107.7,61,144,110,100.7,114.2,13.5,0.0,0.0,0.0
5966844255,153.2,102,166,157,148.0,158.3,10.4,79.4,3.9,0.0
5961274024,104.0,75,127,105,104.1,104.0,-0.1,0.0,0.0,0.0
5956020122,100.6,70,124,106,97.1,104.2,7.1,0.0,0.0,0.0
5945220320,117.8,73,152,122,125.9,109.8,-16.1,0.9,0.0,0.0
5944638653,134.0,110,151,135,134.2,133.7,-0.5,1.6,0.0,0.0
5943622283,112.6,76,133,114,111.3,114.0,2.8,0.0,0.0,0.0
5939188009,108.4,83,131,111,101.9,114.9,13.0,0.0,0.0,0.0
5934399422,110.4,92,138,110,112.1,108.7,-3.4,0.0,0.0,0.0
4567064531,164.8,109,169,167,161.3,167.3,6.0,97.7,93.4,0.0
4555939665,153.9,147,169,153,152.0,155.8,3.8,80.7,9.8,0.0
4545837883,158.1,148,169,156,161.6,154.7,-7.0,92.2,38.6,0.0
4535126558,157.9,146,169,158,158.4,157.4,-1.0,92.4,25.9,0.0
4531521346,161.5,150,171,163,161.1,161.9,0.8,98.7,60.3,3.1
4526541903,159.5,142,172,159,158.7,160.2,1.6,92.4,44.0,1.2
4521545281,187.0,187,189,187,187.0,187.0,0.0,100.0,100.0,100.0
4512819791,160.2,147,166,160,159.3,161.1,1.8,99.5,43.5,0.0
4509276462,160.7,152,168,161,161.5,160.0,-1.5,100.0,52.4,0.0
4500647476,140.9,99,168,159,119.5,160.0,40.5,68.7,28.8,0.0
4497908292,147.8,135,173,151,157.6,136.5,-21.1,51.8,15.7,6.0
4488221102,159.4,150,168,158,158.3,160.5,2.1,98.6,32.9,0.0
4484188570,161.9,125,174,166,151.7,172.1,20.4,88.8,61.1,44.7
4480012498,159.9,150,181,160,156.2,163.1,6.9,97.1,49.7,2.9
4472443960,162.1,146,172,163,158.5,165.5,7.0,94.9,70.1,5.9
4468787027,156.2,128,169,157,155.4,157.0,1.7,91.1,11.4,0.0
4459523358,159.5,150,166,160,161.5,157.5,-4.0,99.1,49.2,0.0
4455945276,161.4,133,174,162,157.8,165.7,7.9,98.5,53.1,8.6
4452126001,155.7,149,167,156,150.2,161.1,10.9,55.3,31.8,0.0
4442922222,162.4,133,172,164,159.9,165.0,5.1,94.4,77.8,3.0
4439123748,162.6,143,170,163,164.0,161.1,-2.9,97.9,59.5,0.0
4429753008,170.6,151,181,171,170.8,170.4,-0.4,100.0,98.3,51.4
4426215592,158.0,125,174,168,148.9,167.1,18.2,77.4,76.9,4.5
4417971421,158.3,139,171,149,148.5,167.9,19.4,49.9,49.9,0.5
3dfccef1-d79e-4f76-976d-3917756f9146,151,,168,,,,,17.6,1.3,0.3
567b6929-afca-4187-b199-88bb3abf06c9,107,,133,,,,,0.0,0.0,0.0
da7e2518-cb19-4390-97d2-dd5f70b4e780,110,,126,,,,,0.0,0.0,0.0
791bb17a-63e9-4e8a-992a-91fbaf6490ca,126,,144,,,,,0.0,0.0,0.0
762c59e0-9e82-4d22-9c57-fee4bd675464,105,,136,,,,,0.0,0.0,0.0
559d9e14-2370-4275-9640-8e7dc50f7c55,106,,139,,,,,0.0,0.0,0.0
c32ea4ab-86e0-4848-b632-0c79e4cd9e43,98,,111,,,,,0.0,0.0,0.0
65a13f95-ff88-43a6-a488-450e6d46002a,102,,128,,,,,0.0,0.0,0.0
33609dd1-a077-4506-abc5-3053acde11ca,105,,133,,,,,0.0,0.0,0.0
19c16d61-db84-4260-863b-ac83cec82f7d,110,,149,,,,,0.0,0.0,0.0
b90413a6-db71-44e7-9e5c-c66e3eae29ae,109,,133,,,,,0.0,0.0,0.0
410b252a-a1e5-4e01-ae50-c97d871868ec,120,,158,,,,,0.2,0.0,0.0
5c921a0e-dc69-47f2-935b-584848c8b2f0,153,,170,,,,,27.6,11.1,3.0
5e9be409-0177-4935-aa17-7ef86fb5b94f,107,,132,,,,,0.0,0.0,0.0
